TotalHeight,ShoulderWidth,ChestWidth ,Belly ,Waist ,Hips ,ArmLength ,ShoulderToWaist ,WaistToKnee ,LegLength
109.22,30.48,27.94,58.42,58.42,58.42,50.8,43.18,38.1,60.96
99.06,27.94,25.4,53.34,53.34,58.42,48.26,33.02,33.02,53.34
99.06,27.94,22.86,48.26,53.34,53.34,48.26,33.02,33.02,53.34
104.14,30.48,22.86,25.4,53.34,53.34,48.26,33.02,33.02,58.42
78.74,27.94,27.94,50.8,55.88,53.34,48.26,30.48,30.48,53.34
81.28,27.94,25.4,53.34,53.34,50.8,50.8,38.1,33.02,55.88
78.74,27.94,25.4,50.8,53.34,50.8,45.72,43.18,38.1,38.1
101.6,30.48,30.48,53.34,53.34,66.04,53.34,33.02,50.8,50.8
86.36,27.94,27.94,53.34,53.34,58.42,50.8,30.48,50.8,53.34
99.06,33.02,27.94,50.8,55.88,60.96,43.18,30.48,53.34,55.88
149.86,27.94,35.56,66.04,63.5,45.72,53.34,48.26,48.26,86.36
109.22,38.1,27.94,55.88,58.42,58.42,43.18,38.1,33.02,55.88
58.42,20.32,30.48,55.88,35.56,73.66,68.58,55.88,40.64,63.5
81.28,38.1,20.32,50.8,48.26,50.8,35.56,33.02,27.94,45.72
58.42,30.48,30.48,55.88,35.56,73.66,68.58,55.88,40.64,63.5
114.3,30.48,30.48,55.88,60.96,66.04,53.34,38.1,35.56,63.5
149.86,15.24,35.56,63.5,45.72,76.2,53.34,50.8,40.64,83.82
114.3,27.94,30.48,55.88,5.08,66.04,53.34,38.1,35.56,63.5
101.6,43.18,27.94,55.88,55.88,55.88,43.18,30.48,30.48,55.88
149.86,38.1,35.56,63.5,45.72,76.2,53.34,50.8,40.64,83.82
93.98,38.1,25.4,50.8,50.8,53.34,45.72,25.4,30.48,48.26
